property_id,type,activation_date,bathroom,floor,total_floor,furnishing,gym,latitude,longitude,lease_type,lift,locality,parking,property_age,property_size,swimming_pool,pin_code,rent,deposit,building_type
ff8081814c89e06f014c8d3561b50540,BHK1,12-03-2017 16:17,1,1,2.0,SEMI_FURNISHED,0,13.01547718,77.64373229,FAMILY,0,Kammanahalli,TWO_WHEELER,7,500,0,560043.0,7500,75000,IF
ff8081814d76c9df014d808b8831384e,BHK3,17-03-2017 17:53,3,2,2.0,SEMI_FURNISHED,0,13.01466429,77.6389911,FAMILY,0,Kammanahalli,BOTH,0,1250,0,560043.0,25000,250000,IF
ff8081814db850bd014db8ac13a60408,BHK1,17-03-2017 18:15,1,2,2.0,SEMI_FURNISHED,0,13.01870833,77.63320621,ANYONE,0,Kammanahalli,TWO_WHEELER,3,500,0,560084.0,9000,90000,IF
ff8081814e245dd4014e29efed512906,RK1,11-03-2017 19:46,1,2,2.0,NOT_FURNISHED,0,13.01465483,77.63548453,ANYONE,0,Kammanahalli,TWO_WHEELER,5,400,0,560084.0,7000,50000,IF
ff8081814e245dd4014e29f17c99291e,BHK2,11-03-2017 19:47,2,1,2.0,SEMI_FURNISHED,0,13.01465221,77.63543223,ANYONE,0,Kammanahalli,TWO_WHEELER,0,1000,0,560084.0,17000,100000,IF
ff8081814eb4c278014eb5f496a20a05,BHK1,03-02-2017 16:37,1,0,2.0,SEMI_FURNISHED,0,13.01201592,77.63472438,ANYONE,0,Kammanahalli,TWO_WHEELER,10,350,0,560033.0,7800,78000,IF
ff8081814ebf8a83014ec1453e4b0940,BHK1,12-03-2017 17:39,1,0,3.0,SEMI_FURNISHED,0,13.01693717,77.63666865,FAMILY,0,Kammanahalli,TWO_WHEELER,5,400,0,560043.0,6500,50000,IF
ff8081814f0cb8cb014f0cf5038c0253,BHK2,03-02-2017 23:17,1,1,2.0,SEMI_FURNISHED,0,13.01430888,77.63937063,ANYONE,0,Kammanahalli,TWO_WHEELER,5,600,0,560033.0,10000,80000,IF
ff8081814f505d0a014f50ac3a7b018e,BHK2,10-02-2017 23:38,2,0,2.0,SEMI_FURNISHED,0,13.01312039,77.63096404,FAMILY,0,Kammanahalli,TWO_WHEELER,10,1200,0,560084.0,15000,120000,IF
ff8081814f50c724014f543502b40ec4,BHK2,27-03-2017 18:18,1,2,3.0,SEMI_FURNISHED,0,13.01532738,77.63538792,ANYONE,0,Kammanahalli,TWO_WHEELER,1,900,0,560084.0,13000,130000,IF
ff8081814f636256014f63acc1c702bb,BHK2,28-02-2017 12:12,2,1,1.0,SEMI_FURNISHED,0,13.01654393,77.6414749,FAMILY,0,Kammanahalli,TWO_WHEELER,8,800,0,560043.0,12000,100000,IF
ff8081814f86ace0014f883212500cb7,BHK1,15-03-2017 16:55,1,4,5.0,SEMI_FURNISHED,1,13.01835168,77.63626609,FAMILY,1,Kammanahalli,BOTH,0,850,0,560033.0,13000,100000,AP
ff8081814ff5f213014ffb34c6c81d2e,BHK2,07-03-2017 14:59,2,2,4.0,SEMI_FURNISHED,0,13.02104553,77.63346912,FAMILY,1,Kammanahalli,BOTH,8,1236,0,560043.0,20000,200000,AP
ff808181506717320150674e215d01b0,BHK2,30-03-2017 18:13,2,0,2.0,SEMI_FURNISHED,0,13.0159044,77.6378619,ANYONE,0,Kammanahalli,TWO_WHEELER,0,1200,0,560033.0,15000,50000,IF
ff8081815078c01f0150798f469407c9,BHK2,05-03-2017 18:00,2,1,2.0,SEMI_FURNISHED,0,13.01442834,77.63980752,FAMILY,0,Kammanahalli,TWO_WHEELER,5,1200,0,560043.0,15000,60000,IF
ff80818151424e5c015143c3d3521a1f,BHK2,08-02-2017 16:43,2,2,2.0,SEMI_FURNISHED,0,13.01472361,77.63515662,ANYONE,0,Kammanahalli,TWO_WHEELER,0,800,0,,14000,60000,AP
ff8081815148da14015148de58410029,BHK2,24-02-2017 11:04,2,1,3.0,SEMI_FURNISHED,0,13.01413699,77.63948291,FAMILY,0,Kammanahalli,TWO_WHEELER,1,650,0,560043.0,11000,110000,IF
ff80818151669a40015170eaf70f5167,BHK2,17-03-2017 18:08,2,1,2.0,SEMI_FURNISHED,0,13.01229816,77.63513744,ANYONE,0,Kammanahalli,TWO_WHEELER,3,900,0,560084.0,14000,100000,IF
ff80818152847fb1015287edd1f71249,RK1,15-03-2017 12:32,1,2,2.0,SEMI_FURNISHED,0,13.01813809,77.63736789,BACHELOR,0,Kammanahalli,TWO_WHEELER,1,200,0,560084.0,5500,25000,IF
ff80818152d574c60152da26c2ca2fd4,BHK2,08-02-2017 18:55,1,2,2.0,SEMI_FURNISHED,0,13.01206952,77.63468418,ANYONE,0,Kammanahalli,TWO_WHEELER,5,900,0,560084.0,12500,125000,IF
ff80818152e5a4a70152ea51e60d33d8,RK1,17-02-2017 11:34,1,2,2.0,SEMI_FURNISHED,0,13.01468159,77.63553037,BACHELOR,0,Kammanahalli,TWO_WHEELER,8,200,0,560084.0,7000,50000,IF
ff8081815322acc501533b9de214069b,BHK2,23-02-2017 12:29,2,3,3.0,SEMI_FURNISHED,0,13.01595667,77.63764196,ANYONE,0,Kammanahalli,BOTH,5,1100,0,560084.0,15000,150000,IF
ff808181538a8cef01538cdc80d10910,RK1,10-02-2017 18:15,1,1,3.0,SEMI_FURNISHED,0,13.01801188,77.63663246,BACHELOR,0,Kammanahalli,TWO_WHEELER,0,270,0,560084.0,7500,35000,IF
ff80818153b748630153bcbf35534c17,BHK3,22-02-2017 18:32,2,1,3.0,SEMI_FURNISHED,0,13.01353823,77.64048694,ANYONE,0,Kammanahalli,BOTH,0,1100,0,560043.0,19500,190000,IF
ff80818154536cb3015456725c9a143d,BHK1,21-03-2017 10:29,1,3,3.0,SEMI_FURNISHED,0,13.01577374,77.63803893,ANYONE,0,Kammanahalli,TWO_WHEELER,1,400,0,560043.0,8500,50000,IF
ff80818154a159800154a34a8c1f06f7,BHK2,17-03-2017 16:24,2,0,4.0,SEMI_FURNISHED,0,13.01489482,77.63381138,ANYONE,0,Kammanahalli,BOTH,5,1000,0,560084.0,17000,170000,IF
ff80818154e1f4a30154e2a8581e1890,BHK2,26-02-2017 14:04,2,0,3.0,SEMI_FURNISHED,0,13.01394205,77.63923927,FAMILY,0,Kammanahalli,TWO_WHEELER,9,1100,0,560043.0,15000,150000,IF
ff8081815612f2d6015616c28d6d774a,BHK3,13-02-2017 19:29,2,1,1.0,SEMI_FURNISHED,0,13.00894351,77.63562352,FAMILY,0,Kammanahalli,TWO_WHEELER,10,1000,0,560033.0,15000,150000,IH
ff80818156a2fea50156a66a4d092f7a,BHK1,27-02-2017 14:10,1,3,3.0,SEMI_FURNISHED,0,13.01532685,77.63455675,ANYONE,0,Kammanahalli,TWO_WHEELER,3,450,0,560084.0,9000,90000,IF
ff80818156a2fea50156a67ac8b933d2,BHK2,27-02-2017 14:10,2,2,3.0,SEMI_FURNISHED,0,13.01528503,77.63452322,FAMILY,0,Kammanahalli,TWO_WHEELER,3,850,0,560084.0,15000,150000,IF
ff80818156eab7bf0156eb6e659c08a0,BHK2,07-03-2017 17:04,2,0,2.0,SEMI_FURNISHED,0,13.00819359,77.63532787,FAMILY,0,Kammanahalli,BOTH,15,1250,0,560084.0,14000,100000,IF
ff808181571207d1015717f270bf5312,BHK3,23-02-2017 16:06,3,4,4.0,SEMI_FURNISHED,1,13.01925715,77.6265983,ANYONE,1,Kammanahalli,BOTH,5,1700,0,560084.0,35000,350000,AP
ff808181580fdd670158145fa1ef44ae,BHK2,17-03-2017 17:03,2,2,2.0,SEMI_FURNISHED,0,13.01598541,77.63762855,FAMILY,0,Kammanahalli,BOTH,5,1200,0,560084.0,18000,180000,IF
ff808181587144e201587601d4f02af6,BHK2,28-03-2017 19:07,2,1,2.0,SEMI_FURNISHED,0,13.00669747,77.63612852,FAMILY,0,Kammanahalli,TWO_WHEELER,0,800,0,560084.0,13000,130000,IF
ff80818158a195c70158a550ee3e5ae1,BHK3,26-02-2017 22:37,3,2,3.0,SEMI_FURNISHED,0,13.01391657,77.63918496,FAMILY,0,Kammanahalli,BOTH,0,1000,0,560043.0,20000,200000,IF
ff80818158ac6ba90158addcd5140351,BHK2,10-02-2017 14:39,1,1,2.0,NOT_FURNISHED,0,13.00675758,77.63637126,FAMILY,0,Kammanahalli,TWO_WHEELER,10,500,0,560043.0,8500,50000,IF
ff80818158d583720158d8736c803f40,BHK2,16-02-2017 16:44,1,1,1.0,NOT_FURNISHED,0,13.01396407,77.6415299,FAMILY,0,Kammanahalli,TWO_WHEELER,10,500,0,560043.0,10000,100000,IF
ff80818158f95a130158fcb87042398b,BHK2,06-02-2017 13:56,2,1,2.0,SEMI_FURNISHED,0,13.01901369,77.63634008,ANYONE,0,Kammanahalli,BOTH,0,600,0,560084.0,14500,140000,IF
ff8081815961d0400159635918943604,BHK2,18-02-2017 18:40,2,0,1.0,NOT_FURNISHED,0,13.01397895,77.63938711,ANYONE,0,Kammanahalli,TWO_WHEELER,2,700,0,560043.0,10000,100000,IF
ff80818159700d3e015971fcfc5912fb,BHK2,13-02-2017 12:40,2,0,1.0,SEMI_FURNISHED,0,13.01456247,77.63653636,ANYONE,0,Kammanahalli,TWO_WHEELER,10,800,0,560043.0,14000,140000,IF
ff8081815982aac6015982cdcaec0d5e,BHK3,03-02-2017 15:02,3,1,3.0,SEMI_FURNISHED,0,13.01626242,77.63824009,FAMILY,1,Kammanahalli,BOTH,0,1000,0,560043.0,20000,220000,AP
ff80818159a681f10159aade381103ca,BHK1,28-02-2017 16:20,1,2,2.0,SEMI_FURNISHED,0,13.01959883,77.63489437,ANYONE,0,Kammanahalli,NONE,0,600,0,560043.0,10000,80000,IF
